City,Lat,Lng
Ploiesti|@|RO,44.95,26.02
Soddy Daisy|TN|US,35.26,-85.16
Soyaux|@|FR,45.64,0.2
Morlanne|@|FR,43.51,-0.53
Nanto|@|IT,45.43,11.59
Aurora|TX|US,33.06,-97.51
Middleton|NH|US,43.48,-71.07
Kruibeke|@|BE,51.16,4.28
Praroman|@|CH,46.75,7.18
Coleman|MI|US,43.76,-84.59
Baulkham Hills|@|AU,-33.75,150.98
Pixbo|@|SE,57.65,12.09
Grosswallstadt|@|DE,49.87,9.13
Yokoze|@|JP,35.99,139.1
Schwaig|@|DE,49.48,11.2
Marina Bay|@|GI,36.14,-5.34
North Springfield|VT|US,43.33,-72.53
Le Vigan|@|FR,44.79,3.84
Mineral Ridge|OH|US,41.14,-80.77
Byrans Road|MD|US,39.49,-76.66
Campobello|SC|US,35.12,-82.15
Forked River|NJ|US,39.84,-74.19
Toccoa|GA|US,34.58,-83.33
Intraville|@|FR,49.94,1.26
Tresses|@|FR,44.85,-0.47
Bondi|@|AU,-33.89,151.26
Gornate Olona|@|IT,45.74,8.86
Offanengo|@|IT,45.39,9.75
Kahl|@|DE,50.09,9.01
Moernach|@|FR,47.51,7.25
Sainte-Therese|@|CA,46.27,-75.86
Ikaalinen|@|FI,61.77,23.06
Bor|@|SE,59.32,12.47
Vougy|@|FR,46.07,6.49
Posieux|@|CH,46.77,7.1
Mandelieu|@|FR,43.53,6.92
Donzdorf|@|DE,48.68,9.82
Shelbyville|MI|US,42.59,-85.64
Ternopil|@|UA,49.39,25.52
Almunge|@|SE,59.88,18.05
Oggau|@|AT,47.8,16.74
Tamana|@|JP,32.89,130.54
Bristol|NH|US,43.62,-71.71
Richland Hills|TX|US,32.81,-97.23
Lye|@|GB2,48.35,3.99
Walle|@|DE,53.11,8.77
Mosnang|@|CH,47.34,9.01
Loris|SC|US,34.06,-78.89
Haren|@|NL,53.17,6.6
Masa-si|@|KR,35.37,128.82
Weatogue|CT|US,41.84,-72.83
Brannockstown|@|IE,53.13,-6.69
Vleteren|@|BE,50.92,2.73
Ruskington Sleaford|@|GB,53.05,-0.4
Changnyeong-gun|@|KR,35.53,128.47
Franklinton|NC|US,36.1,-78.45
Mille-Isles|@|CA,45.82,-74.22
Moultrie|GA|US,31.18,-83.79
Flonheim|@|DE,49.79,8.03
Fuyang|@|CN,32.89,115.81
Reidermoos|@|CH,47.25,7.99
Kearns|UT|US,40.65,-112.01
South Woodford|@|GB,51.59,0.03
Town of Colonie|NY|US,42.75,-73.8
Sellersville|PA|US,40.36,-75.31
Mittelbuch|@|DE,48.08,9.88
Sunila|@|FI,60.47,26.95
Velden|@|AT,46.61,14.03
Salerno|@|IT,40.68,14.81
Skoghall|@|SE,59.32,13.47
Penrith|@|AU,-33.74,150.7
Maibara|@|JP,35.42,136.39
Cologny|@|CH,46.22,6.18
Harlan|IA|US,41.65,-95.33
Milton|DE|US,38.77,-75.32
Mokra-Horakov|@|CZ,49.22,16.74
Simpelveld|@|NL,50.83,5.98
Breakeyville|@|CA,46.67,-71.23
Harelbeke|@|BE,50.85,3.3
Zolling|@|DE,48.48,11.78
Roqueseriere|@|FR,43.73,1.64
Blowing Rock|NC|US,36.13,-81.67
Allamuchy|NJ|US,40.92,-74.81
North Bergen|NJ|US,40.79,-74.03
Brosarp|@|SE,55.73,14.1
D-4722 Ennigerloh-Westkirchen|@|DE,51.86,8.05
Giessen|@|NL,51.84,4.87
Cumberworth|@|GB,53.58,-1.67
George|@|ZA,-33.96,22.46
Fort Plain|NY|US,42.93,-74.63
Schmidgaden|@|DE,49.45,12.07
Montlucon|@|FR,46.34,2.6
Jupille|@|BE,50.21,5.54
Garwood|NJ|US,40.65,-74.32
Poseyville|IN|US,38.17,-87.78
Jinagsu|@|CN,32.06,118.78
Bønes|@|NO,60.33,5.3
Yuma|AZ|US,32.67,-114.48
Norwood|OH|US,39.16,-84.45
Romain sur Cher|@|FR,47.32,1.39
Fontana Liri|@|IT,41.62,13.57
Nova|@|IT,46.4,11.44
Whitehall|OH|US,39.97,-82.89
Balsham|@|GB,52.14,0.28
Hermitage|TN|US,36.2,-86.62
Anger|@|DE,47.8,12.83
Steinberg|@|NO,59.76,9.97
Elk Point|@|CA,53.9,-110.9
Bridgeport|WV|US,39.31,-80.22
Ste-Rose|@|CA,51.04,-99.5
St. Marys|GA|US,30.78,-81.6
Milton|CA|US,38.03,-120.85
North Berwick|ME|US,43.35,-70.78
Cronulla|@|AU,-34.06,151.15
Sunbury|@|AU,-37.55,144.71
Speedwell|TN|US,36.46,-83.87
Kibbutz Dafna|@|IL,33.23,35.64
Inwood|IA|US,43.31,-96.43
Pyrford|@|GB,51.31,-0.51
Dollar|@|GB,56.15,-3.67
Elizabethton|TN|US,36.35,-82.21
Ugine|@|FR,45.78,6.44
Silver Springs|FL|US,29.22,-82.06
Kisakata-machi|@|JP,39.21,139.9
Heathfield|@|GB,50.97,0.25
Kenton|OH|US,40.64,-83.61
Munson Township|OH|US,41.53,-81.24
Kimhae|@|KR,35.23,128.88
Vorderweissenbach|@|AT,48.55,14.22
La Center|WA|US,45.86,-122.67
Saint Denis en Val|@|FR,47.88,1.97
Steinheim an der Murr|@|DE,48.97,9.28
"Unity Township, Westmoreland County|PA|US",40.29,-79.43
Titz|@|DE,51.0,6.42
Battlefield|MO|US,37.12,-93.37
Leobersdorf|@|AT,47.93,16.22
Nowthen|MN|US,45.33,-93.47
Sakaide|@|JP,34.35,133.87
Hoquiam|WA|US,46.98,-123.89
Marion Station|PA|US,39.86,-77.7
Dalaro|@|SE,59.13,18.41
Hallstadt|@|DE,49.93,10.87
Salwa|@|KW,29.3,48.08
San Luis|AZ|US,32.35,-112.04
Eschlkam|@|DE,49.29,12.95
Buxton|OR|US,45.69,-123.19
Seclin|@|FR,50.55,3.04
Ma'a lot|@|IL,31.23,35.19
Sharonville|OH|US,39.27,-84.41
Massanes|@|ES,41.77,2.65
Quintal|@|FR,45.83,6.09
Jacksboro|TX|US,33.22,-98.17
Rain|@|CH,47.44,9.31
Elmendorf|TX|US,29.26,-98.34
Thatcham|@|GB,51.4,-1.27
Chilly-Mazarin|@|FR,48.71,2.31
Son|@|NL,51.51,5.49
Ferny Creek|@|AU,-37.87,145.33
Losone|@|CH,46.17,8.76
Lemon Grove|CA|US,32.74,-117.03
Castaheany|@|IE,53.4,-6.43
"Daxi Township, Taoyuan County|@|TW",24.87,121.3
Walton|NE|US,40.8,-96.56
Redmond|OR|US,44.27,-121.17
Eveleth|MN|US,47.46,-92.54
Itaparica-Vila Velha-Espirito Santo|@|BR,-5.62,-37.41
Barsac|@|FR,44.6,-0.32
Shatin|@|HK,39.83,45.3
Albershausen|@|DE,48.69,9.56
Petworth|@|GB,50.99,-0.59
Craig|CO|US,40.52,-107.54
Skivarp|@|SE,55.42,13.57
Kaita-cho|@|JP,34.37,132.56
Minamiakita-gun|@|JP,39.95,140.08
Kello|@|FIX,7.37,13.63
Rettenbach|@|DE,47.95,10.41
Saint Julien sur Bibost|@|FR,45.8,4.51
Kiriat Ono|@|IL,32.81,35.0
Deerfield|MI|US,41.89,-83.78
Creve Coeur|IL|US,40.64,-89.59
North Hills|WV|US,39.67,-79.95
Affoltern am Albis|@|CH,47.28,8.45
Alexandria|KY|US,38.82,-84.43
Kirchroth|@|DE,48.95,12.53
Nagydobsza|@|HU,46.03,17.67
Blodgett|OR|US,44.6,-123.52
Neu-Keferloh|@|DE,48.1,11.73
Bad Pyrmont|@|DE,51.97,9.31
Hamburgsund|@|SE,58.55,11.27
Winslow|WA|US,47.63,-122.52
Magliolo|@|IT,44.21,8.21
Biedermannsdorf|@|AT,48.09,16.35
Bad Rodach|@|DE,50.34,10.78
Shirasato|@|JP,35.48,140.43
Hollola|@|FI,60.99,25.5
Solvay|NY|US,43.06,-76.21
Egmating|@|DE,47.99,11.8
Oxon Hill|MD|US,38.8,-76.99
Faak am See|@|AT,46.56,13.91
Tavistock|@|GB,50.53,-4.14
La Spezia|@|IT,44.11,9.8
Ringgold|GA|US,34.91,-85.12
Cambria Heights|NY|US,40.69,-73.74
Gambais|@|FR,48.78,1.67
Brazoria|TX|US,29.2,-95.45
Yahata|@|JP,33.83,130.76
Chalmette|LA|US,29.94,-89.96
Romanel-sur-Lausanne|@|CH,46.56,6.61
Andover|NJ|US,40.98,-74.74
Baumkirchen|@|AT,47.3,11.56
Molfetta|@|IT,41.18,16.57
Mount Desert|ME|US,44.33,-68.24
Schwedt|@|DE,53.08,14.27
Cayuga|NY|US,43.02,-76.6
Wood Green|@|GB,51.6,-0.11
Rockglen|@|CA,49.18,-105.95
Stanford|KY|US,37.53,-84.66
Haxby|@|GB,54.03,-1.07
Buros|@|FR,43.35,-0.3
Le Mouret|@|CH,46.75,7.17
Kaito-cho|@|JP,33.86,135.62
Spring Lake|NJ|US,40.15,-74.03
Park City|IL|US,42.35,-87.89
Tourcoing|@|FR,50.72,3.16
Vivegnis|@|BE,50.7,5.65
Pontcarre|@|FR,48.8,2.7
Schlierbach|@|CH,47.22,8.11
all of|WV|US,38.28,-81.8
"Borley in Wharedale, Yorkshire|@|GB2",48.08,-76.59
Monteriggioni|@|IT,43.37,11.22
Venado Tuerto|@|AR,-33.75,-61.97
Reichertshofen|@|DE,48.66,11.52
Bussero|@|IT,45.54,9.37
Saint Pierre d'Albigny|@|FR,45.58,6.16
Widen|@|CH,47.37,8.36
De Bilt|@|NL,52.1,5.19
Glenwood|MN|US,45.65,-95.38
Geyer|@|DD,50.63,12.9
Monkton|VT|US,44.23,-73.14
Tungelsta|@|SE,59.1,18.03
Klein-Winternheim|@|DE,49.94,8.22
Kerteminde|@|DK,55.45,10.62
Renage|@|FR,45.33,5.5
Anacortes|WA|US,48.49,-122.63
Schonenberg-Kubelberg|@|DE,49.4,7.38
Lafayette|NY|US,42.89,-76.11
Kalida|OH|US,40.98,-84.19
Seltisberg|@|CH,47.46,7.71
Onex|@|CH,46.18,6.1
Pinsdorf|@|AT,47.94,13.75
Frankenberg/Eder|@|DE,51.06,8.8
Druento|@|IT,45.15,7.57
Cambiano|@|IT,44.97,7.78
Deer Lodge|MT|US,46.01,-113.1
Wennigsen|@|DE,52.26,9.58
Sawston|@|GB,52.13,0.17
Greenwich|NY|US,43.09,-73.5
Zornheim|@|DE,49.89,8.23
Patco Branco|@|BR,-9.99,-68.16
Philomont|VA|US,39.06,-77.74
College Hill|OH|US,40.04,-81.65
Zebulon|NC|US,35.83,-78.31
Herselt|@|BE,51.08,4.92
Perg|@|AT,48.25,14.65
Durbach|@|DE,48.49,8.03
Heidenheim-Mergelstetten|@|DE,48.65,10.16
Galion|OH|US,40.74,-82.79
Loxley|AL|US,30.62,-87.75
Ulm/Mahringen|@|DEX,48.48,9.12
South Pasadena|FL|US,27.75,-82.74
Hanover|MI|US,42.1,-84.55
Theys|@|FR,45.3,6.01
Hennef-Happerschoss|@|DE,50.8,7.3
Everswinkel|@|DE,51.92,7.85
Burien|WA|US,47.47,-122.35
Jiang Men|@|CN,30.64,114.31
Juneau|AK|US,58.38,-134.16
Izumo|@|JP,35.44,132.65
Gatesville|TX|US,31.44,-97.74
Dix|IL|US,38.44,-88.94
Greenfield Park|@|CA,45.49,-73.49
Sauk Village|IL|US,41.49,-87.57
Neosho|MO|US,36.85,-94.39
Hoisdorf|@|DE,53.66,10.32
Middelbeers|@|NL,51.47,5.25
Central City|KY|US,37.29,-87.12
Montgomery|NJ|US,40.48,-74.75
Paulhac|@|FR,44.95,3.39
Northport|MI|US,45.13,-85.62
Cherry Valley|MA|US,42.24,-71.87
Kallered|@|SE,57.61,12.05
Chauny|@|FR,49.62,3.22
Grafton|VA|US,37.56,-76.47
Schaffen|@|BE,51.0,5.05
Nay|@|FR,43.18,-0.3
Cusano Milanino|@|IT,45.55,9.18
Holt|MO|US,39.45,-94.34
Bodelwyddan|@|GB,53.27,-3.51
Sunset|LA|US,30.41,-92.07
St. Bernard|CA|US,40.26,-121.37
Giridih|@|IN,24.18,86.31
Edgeware|@|GB2,-43.51,172.65
Renfrew|@|GB,55.88,-4.39
Fagervik|@|SE,58.69,16.51
Oetwil am See|@|CH,47.27,8.72
Bolsward|@|NL,53.06,5.52
Nokomis|IL|US,39.3,-89.28
Benton Harbon|MI|US,42.13,-83.86
Jacaraipe-Serra-Espirito Santo|@|BR,-20.17,-40.2
Raglan|@|NZ,-37.8,174.87
Paradis|@|NO,60.34,5.35
Brownville|NY|US,41.8,-74.38
Guangshui|@|CN,31.88,113.39
Bruckmuhl|@|DE,47.89,11.93
Novaliches|@|PH,14.72,121.04
Winneconne|WI|US,44.11,-88.71
Crooks|SD|US,43.66,-96.81
Cerro al Lambro|@|IT,45.33,9.33
Grossbottwar|@|DE,49.01,9.28
Saint Ambroix|@|FR,44.25,4.18
Chandlers Ford|@|GB2,37.55,-76.94
Nobel|@|CA,45.4,-80.13
Yancheng|@|CN,33.52,120.08
Ottikon|@|CH,47.44,8.72
Relchelsheim|@|DE,49.7,8.85
Weener|@|DE,53.17,7.33
Namdong-gu|@|KR,37.43,126.74
Malvern|AR|US,34.37,-92.82
Delaware County|PA|US,39.93,-75.38
Sinaai|@|BE,51.16,4.03
Spring Creek|NV|US,40.75,-115.58
Franklin South|@|AU,-43.15,147.0
Torrejon de Ardoz|@|ES,40.47,-3.46
Birstall|@|GB,52.68,-1.12
Saint Etienne sur Chalaronne|@|FR,46.15,4.86
Saint Lucas|IA|US,41.03,-93.33
Crowborough|@|GB,51.05,0.16
Newcastle|CA|US,38.87,-121.13
Mountain Home|AR|US,36.34,-92.38
Mar del Plata|@|AR,-38.02,-57.59
Eltingshausen|@|DE,50.16,10.12
De Kalb|IL|US,40.18,-88.9
Xizhi|@|TW,25.08,121.65
Oudelande|@|NL,51.4,3.85
Groot-Bijgaarden|@|BE,50.87,4.25
Palwal|@|IN,28.06,77.29
Trignac|@|FR,47.27,-2.21
Sternenfels|@|DE,49.03,8.86
"Fuxin, Liaoning|@|CN",42.06,121.75
Martin|MI|US,42.54,-85.64
Fanas|@|CH,46.97,9.69
Parcay-Meslay|@|FR,47.45,0.75
Glenwood|@|AU,-33.74,150.93
Chamberlain|SD|US,43.81,-99.33
Jersey|@|GB,51.77,-0.3
Moca|PR|US,18.38,-67.08
Everittstown|NJ|US,40.57,-75.03
Castel San Pietro|@|CH,45.86,9.01
Mammoth Lakes|CA|US,37.62,-118.99
Point Reyes Station|CA|US,38.07,-122.81
Antrim|@|GB,54.72,-6.22
Addingham|@|GB,53.94,-1.89
Anchorage|KY|US,38.27,-85.53
Huntingburg|IN|US,38.3,-86.97
Hirvihaara|@|FI,60.62,25.24
Hampton Park|@|AU,-38.04,145.27
Schofield|WI|US,44.92,-89.61
Gaines|MI|US,42.87,-83.91
Benouville|@|FR,49.23,-0.3
Neckarweihingen|@|DT,48.92,9.23
Rutherford|TN|US,36.13,-88.99
Caravaggio|@|IT,45.49,9.64
Assendelft|@|NL,52.47,4.74
Harriman|TN|US,35.93,-84.57
Marki|@|PL,52.34,21.12
Saint Cyr sur Loire|@|FR,47.42,0.66
Kelberg|@|DE,50.29,6.92
"Hsiu Shui Hsiang, Chang Hua Hsien|@|TW",23.39,119.5
Penticton|@|CA,49.49,-119.59
"Qiantan Town, Jiande City, Zhejiang|@|CN",29.48,119.28
Eden|MD|US,38.28,-75.65
Othmarsingen|@|CH,47.4,8.22
Chamalieres|@|FR,45.77,3.06
Westport|MA|US,41.55,-71.08
Scheldewindeke|@|BE,50.93,3.78
Railroad Flat|CA|US,33.68,-117.26
"Col. Zaragoza, Veracruz, Ver.C.P. 91910|@|MX",29.39,-110.56
Drozhzhino|@|RU,55.43,37.55
Tau|@|NO,59.06,5.93
Higashine|@|JP,38.42,140.46
Vrindavan|@|IN,27.58,77.69
Opwijk|@|BE,50.96,4.19
Vaihingen-Pulverdingen|@|DE,48.9,9.03
Borchen|@|DE,51.65,8.77
West Winfield|NY|US,42.89,-75.19
Albert Park|@|AU,-37.85,144.97
Oleggio|@|IT,45.6,8.64
Springwater|NY|US,42.64,-77.6
Manton|MI|US,44.41,-85.4
Peypin|@|FR,43.38,5.57
Dolton|IL|US,41.63,-87.61
Tafers|@|CH,46.82,7.23
Stocksund|@|SE,59.38,18.06
Kondapur|@|IN,17.56,78.01
New Bethlehem|PA|US,41.01,-79.33
Bridgewater Corners|VT|US,43.59,-72.66
Pardeeville|WI|US,43.54,-89.3
Ibo-gun|@|JP,34.83,134.59
Hechendorf|@|DE,47.66,11.21
Saint Paul de Vence|@|FR,43.7,7.12
Crowley|TX|US,32.58,-97.36
Medford|MN|US,44.17,-93.25
Eatons Neck|NY|US,40.93,-73.4
Ostseebad Binz|@|DE,54.38,13.62
Nanao|@|JP,37.05,136.97
Arden|NC|US,35.47,-82.52
Ashtead|@|GB,51.31,-0.31
West Brunswick|@|AU,-37.76,144.94
St. Charles|MI|US,46.01,-84.69
Iwanuma|@|JP,38.1,140.99
Webb City|MO|US,37.14,-94.46
Torino|@|IT,45.1,7.36
Pertteli|@|FI,60.45,23.24
Georgsmarienhutte|@|DE,52.2,8.07
Monnaie|@|FR,47.5,0.79
Farr West|UT|US,41.3,-112.03
Baldivis|@|AU,-32.33,115.83
Issoudun|@|FR,46.94,2.0
La Roque d'Antheron|@|FR,43.72,5.31
Iiyama|@|JP,36.85,138.37
Enid|OK|US,36.4,-97.88
Clinton|MI|US,42.95,-84.6
Piermont|NY|US,41.04,-73.91
Lothian|MD|US,38.83,-76.62
Williams Bay|WI|US,42.58,-88.54
Prinsenbeek|@|NL,51.61,4.69
Mitzpe Aviv|@|IL,32.84,35.2
Jyska|@|FI,62.24,25.84
Osimo|@|IT,43.48,13.45
West Chesterfield|NH|US,42.9,-72.52
Saint Peters|MO|US,38.79,-90.6
Goddard|KS|US,37.66,-97.58
Naast|@|BE,50.55,4.08
Exmouth|@|GB,50.63,-3.39
Erin Prairie Township|WI|US,45.08,-92.44
Langley Moor|@|GB,54.76,-1.61
Glencoe|OK|US,36.23,-96.93
Bear Creek|WI|US,44.53,-88.73
Bad Zwischnahne|@|DE,53.21,8.01
Remus|MI|US,43.6,-85.14
Nitzaney Oz|@|IL,32.31,35.0
Chalette|@|FR,48.45,4.42
Laguna|@|PH,14.27,121.48
"Shalu Township, Taichung County|@|TW",24.23,120.58
Rodeby|@|SE,56.26,15.62
Fleming Island|FL|US,30.09,-81.72
Muldrow|OK|US,35.4,-94.6
Caguas|PR|US,18.23,-66.04
Paradise|UT|US,41.57,-111.84
Cottonwood|AZ|US,34.71,-112.0
Tanjung Bungah|@|MY,5.46,100.29
Karatsu|@|JP,33.49,129.95
D-3111 Eimke|@|DE,52.93,10.31
Haaltert|@|BE,50.89,3.99
Dottenheim|@|DE,49.55,10.52
Iseo|@|IT,45.67,10.04
Pearl City|HI|US,21.4,-157.97
Audubon|IA|US,41.72,-94.93
Litchfield Park|AZ|US,33.5,-112.36
Renca|@|CL,-33.4,-70.73
Avalon|PA|US,40.5,-80.07
Sleeuwijk|@|NL,51.81,4.94
Spanish Fort|AL|US,30.67,-87.93
Burkburnett|TX|US,34.1,-98.57
Meine|@|DE,52.38,10.53
Mt. Angel|OR|US,45.51,-122.6
Silver Creek|GA|US,34.18,-85.16
Munkedal|@|SE,58.5,11.82
Berger|MO|US,38.67,-91.34
Ivano-Frankivsk|@|UA,48.91,24.71
"Nahal Soreq, Yavne|@|IL",31.94,34.76
Shin-yokohama|@|JP,35.51,139.62
Saint Marcel Bel Accueil|@|FR,45.65,5.24
Civitavecchia|@|IT,42.11,11.82
Carque Fou Cedex|@|FR,48.0,6.26
Mingo|IA|US,41.77,-93.28
Huesca|@|ES,42.14,-0.44
Pinellas|FL|US,27.89,-82.74
Tjallmo|@|SE,58.72,15.35
"Spaldington, Goole, Humberside DN14 7NJ|@|GB",53.79,-0.84
Taylorsville|KY|US,38.03,-85.34
Mullumbimby|@|AU,-28.55,153.45
Hausen|@|CH,47.46,8.21
Amery|WI|US,45.31,-92.36
State University|AR|US,33.05,-93.54
Saint Didier|@|FR,49.24,1.04
Blaufelden|@|DE,49.3,9.97
Ivins|UT|US,37.18,-113.67
Yatton|@|GB,51.39,-2.83
Cheverly|MD|US,38.93,-76.92
Teresa|@|PH,14.59,121.28
Morecambe|@|GB,54.1,-2.97
Fieldings|@|GB2,45.96,-59.87
Parsdorf|@|DE,48.14,11.79
Fortville|IN|US,39.93,-85.85
Washington|OK|US,36.69,-95.91
Wangen|@|DEX,48.62,7.46
Sulphur Springs|TX|US,33.14,-95.6
Burleigh Waters|@|AU,-28.09,153.44
Goldenstedt|@|DE,52.77,8.39
Brentwood Bay|@|CA,48.58,-123.47
Belrose|@|AU,-33.72,151.21
Brunswick|GA|US,31.15,-81.49
Platz|@|CH,46.68,9.32
Frisco|NC|US,35.24,-75.63
Canonica d'Adda|@|IT,45.58,9.54
Chiaverano|@|IT,45.5,7.91
Delhi|@|CA,42.85,-80.49
Bois-Guillaume|@|FR,49.47,1.12
Milwaukee County|WI|US,43.02,-87.97
Shipshewana|IN|US,41.67,-85.58
Forest Park|@|GB2,45.67,-111.21
Goshen|NY|US,41.4,-74.33
Ft. Meade|MD|US,39.11,-76.75
Beaver Falls|PA|US,40.76,-80.32
Valley Springs|SD|US,43.58,-96.47
Watigny|@|FR,49.89,4.23
Rottenburg/Niedereulenbach|@|DE,48.77,11.97
Fairview|WA|US,48.36,-117.72
Baxter|IA|US,41.82,-93.15
Milo|ME|US,45.25,-68.97
Shropshire|@|GB,52.65,-2.8
Scharbeutz|@|DE,54.02,10.7
Surry|ME|US,44.5,-68.5
Whitwick|@|GB,52.74,-1.35
Conklin|NY|US,42.03,-75.8
Karimangalam|@|IN,12.14,78.19
Chambeon|@|FR,45.7,4.18
"Howell Township, Monmouth County|NJ|US",40.18,-74.2
Marcinelle|@|BE,50.38,4.44
Begbroke|@|GB,51.82,-1.32
Fosses|@|FR,47.06,6.2
Etna|NH|US,43.69,-72.22
Faulconbridge|@|AU,-33.69,150.55
Braga|@|PT,41.54,-8.41
Hot Springs|AK|US,55.93,-131.56
Draper|VA|US,37.01,-80.75
Conneaut Lake|PA|US,41.6,-80.31
Bourguebus|@|FR,49.12,-0.29
Wezembeek-Oppem|@|BE,50.84,4.49
Almind|@|DK,56.37,9.39
Derry|PA|US,40.33,-79.3
Mussey Township|MI|US,43.03,-82.93
Henderson|MN|US,44.53,-93.91
Berg en Terblijt|@|NL,50.86,5.79
Somerset|WA|US,47.57,-122.16
"Uwchlan Township, Chester County|PA|US",40.05,-75.66
Grevenbicht|@|NL,51.05,5.77
London|OH|US,39.89,-83.44
"Winnersh, Berkshire|@|GB",51.43,-0.87
Alassio|@|IT,44.01,8.15
St Samson la poterie|@|FR,49.59,1.77
"Kinokawa-shi, Wakayama|@|JP",34.27,135.36
Le Perrin|@|FR,47.39,3.9
Monclova|@|MX,26.9,-101.42
Kherson|@|UA,46.65,32.6
Langhus|@|NO,59.75,10.84
Zeutern|@|DE,49.18,8.67
Helden|@|NL,51.32,6.0
Himmelstadt|@|DE,49.95,9.77
Coburg|OR|US,44.14,-123.07
Evans|CO|US,40.36,-104.74
Vourles|@|FR,45.66,4.77
Zipf|@|AT,48.04,13.5
Kintore|@|GB,57.24,-2.35
Hulst|@|NL,51.28,4.05
Cadnam|@|GB,50.92,-1.58
Walting|@|DE,48.91,11.29
Keyworth|@|GB2,52.87,-1.09
Jesenwang|@|DE,48.17,11.13
Belloy en France|@|FR,49.09,2.37
Lake City|PA|US,41.36,-78.89
Lemont|PA|US,40.81,-77.82
Langport|@|GB2,51.04,-2.83
Binic|@|FR,48.6,-2.83
Osthofen|@|DE,49.7,8.31
Modra|@|SK,48.35,17.3
Laurence Harbor|NJ|US,40.46,-74.25
Albany|OH|US,39.23,-82.2
Saint Michel sur Orge|@|FR,48.63,2.31
Kingsbury|@|CA,45.54,-72.05
Holbrook|MA|US,42.16,-71.01
Recco|@|IT,44.37,9.15
Veerle|@|BE,51.05,4.98
Melden|@|BE,50.81,3.57
Mulhuddart|@|IE,53.41,-6.38
Riverside|RI|US,41.77,-71.36
Bisamberg|@|AT,48.34,16.37
Leutershausen|@|DE,49.3,10.42
Berwick|@|AU,-38.04,145.34
Lake Tahoe|NV|US,39.37,-119.75
Florstadt|@|DE,50.32,8.9
Hofstade|@|BE,50.99,4.5
Lander|WY|US,42.83,-108.79
Les Milles|@|FR,43.5,5.39
Luray|TN|US,35.59,-88.58
Oberpframmern|@|DE,48.03,11.82
Epernay|@|FR,49.04,3.96
Ballinrobe|@|IE,53.63,-9.23
Moonachie|NJ|US,40.84,-74.06
Perkins|OK|US,35.98,-97.03
Elberton|GA|US,34.1,-82.87
Saratoga|WY|US,41.45,-106.81
Cordova|IL|US,41.68,-90.32
Teresa Ville|@|SGX,-0.68,-48.53
El Campo|TX|US,29.2,-96.27
Prattville|AL|US,32.46,-86.44
Indian Harbor Beach|FL|US,26.11,-80.12
Washington|NH|US,43.2,-72.08
La Quinta|CA|US,33.66,-116.28
Genlis|@|FR,47.24,5.22
Sarkola|@|FI,61.41,23.26
Lasserre|@|FR,43.18,2.08
Le Pecq|@|FR,48.89,2.11
Overbrook|KS|US,38.78,-95.56
Hamwarde|@|DE,53.47,10.42
Butjadingen|@|DE,53.55,8.35
Grossdittmannsdorf|@|DE,51.2,13.75
Jihomoravsky kraj|@|CZ,49.12,16.68
Remsenburg-Speonk|NY|US,40.83,-72.7
Deckerville|MI|US,43.53,-82.74
Amurrio|@|ES,43.04,-2.95
Velsen-Zuid|@|NL,52.47,4.65
Midland City|AL|US,31.32,-85.49
Jackson|MN|US,43.68,-95.16
Gulpen|@|NL,50.8,5.89
Nankoku|@|JP,33.58,133.64
Grabels|@|FR,43.65,3.8
Lagrange|OH|US,41.24,-82.12
Sanxing Township|@|TW,24.67,121.67
Princeton|ID|US,46.91,-116.83
Nova Petropolis|@|BR,-29.17,-50.6
Kenvil|NJ|US,40.88,-74.62
Cedar Grove|WI|US,43.57,-87.83
Leyton|@|GB,51.57,-0.02
Braine-le-Comte|@|BE,50.62,4.16
Hazeldean|@|CA,53.5,-113.48
Marilla|NY|US,42.84,-78.56
Kittanning|PA|US,40.83,-79.53
Sint-Genesius-Rode|@|BE,50.72,4.38
ChambÃ©ry|@|FR,45.56,5.93
Pomy|@|CH,46.76,6.67
Syracuse|IN|US,41.43,-85.75
Hawick|@|GB,55.4,-2.79
Lascassas|TN|US,35.93,-86.29
Notre Dame de Sanilhac|@|FR,45.12,0.71
Isernia|@|IT,41.61,14.22
Alboraya|@|ES,39.5,-0.35
Nurieux|@|FR,46.19,5.52
Salem|IN|US,38.61,-86.1
Saint Germain les Arpajon|@|FR,48.59,2.25
Boussu|@|BE,50.43,3.8
Les Essarts le Roi|@|FR,48.71,1.9
Pocheon-si|@|KR,37.97,127.24
Prescot|@|GB,53.42,-2.8
Bull Valley|IL|US,42.33,-88.36
New Waverly|TX|US,30.54,-95.48
Narre Warren|@|AU,-38.02,145.31
HÃ¤rryda|@|SE,57.67,12.3
Salerano|@|IT,45.46,7.85
San Giovanni Lupatoto|@|IT,45.37,11.03
Werdenberg|@|CH,47.17,9.41
Cohutta|GA|US,34.96,-84.95
Wheelersburg|OH|US,38.73,-82.86
New Richland|MN|US,43.89,-93.49
Spresiano|@|IT,45.78,12.27
Reichersbeuern|@|DE,47.76,11.64
Kyowa|@|JP,42.99,140.64
Gold Hill|NC|US,34.92,-79.17
Strafford|MO|US,37.27,-93.12
Sumiyoshi|@|JP,34.61,135.51
Lexington|OH|US,40.96,-81.1
Nishitokyo|@|JP,35.74,139.55
Tiefenbach|@|DE,49.6,7.62
Budel|@|NL,51.27,5.57
Nunnelly|TN|US,35.86,-87.47
Temse|@|BE,51.14,4.21
